공장구분,설립구분,입주형태,보유구분,등록구분,남자종업원,여자종업원,외국인남자종업원,외국인여자종업원,종업원합계,공장규모,용도지역,지목,용지면적,제조시설면적,부대시설면적,건축면적,지식산업센터명,대표업종,구
1,1,2,0,0,1,0,0,0,1,1,36,0,0,200,97,297,6,205,12
1,1,8,0,3,5,0,0,0,5,1,36,0,0,465,30,495,6,144,12
1,1,2,0,0,4,1,0,0,5,1,36,0,0,257,50,307,6,146,12
1,1,2,0,0,4,1,0,0,5,1,36,0,0,170,0,170,6,264,12
1,1,5,1,0,10,1,0,0,11,1,36,0,1653,430,60,490,6,258,12
1,1,5,1,0,5,1,0,0,6,1,36,0,2854,1206,0,1206,6,223,12
1,1,2,0,0,2,0,0,0,2,1,36,0,2401,182,0,182,6,322,12
1,1,4,1,0,3,2,0,0,5,1,38,0,3311,11123,263,11387,6,187,12
1,1,2,0,0,6,2,0,0,8,1,36,0,532,180,352,532,6,257,12
1,1,5,1,3,5,7,0,3,15,1,36,0,1246,638,185,823,6,1,12
1,1,2,0,3,1,1,0,0,2,1,36,0,0,170,0,170,6,335,12
1,1,2,0,3,5,3,0,0,8,1,36,0,0,228,214,442,6,296,12
1,1,2,0,0,3,2,0,0,5,1,36,0,297,264,33,297,6,251,12
1,1,2,0,0,2,0,0,0,2,1,36,0,0,288,0,288,6,278,12
1,1,4,1,0,3,1,0,0,4,1,38,0,3485,250,80,330,6,11,12
1,1,2,0,3,1,0,0,0,1,1,36,0,200,200,0,200,6,28,12
1,1,2,0,3,3,1,0,0,4,1,36,0,0,99,0,99,6,251,12
1,1,2,0,0,8,3,0,0,11,1,38,0,2012,405,281,686,6,3,12
1,1,4,1,0,12,16,0,0,28,1,35,0,3529,992,292,1284,6,34,12
1,1,0,1,0,17,3,0,0,20,1,42,0,3486,1469,146,1616,6,188,12
1,1,2,0,0,1,0,0,0,1,1,36,0,0,82,0,82,6,103,12
1,1,2,0,0,2,1,0,0,3,1,36,0,0,518,525,1044,6,325,12
0,3,6,0,2,0,0,0,0,0,1,65,12,0,21,106,127,6,30,12
0,3,6,0,0,4,0,0,0,4,1,65,12,0,67,0,67,6,223,12
0,3,4,1,2,0,1,0,0,1,1,70,12,0,14,5,19,6,328,12
0,3,0,0,2,3,1,0,0,4,1,70,12,226,25,30,55,6,212,12
0,3,0,0,2,5,0,0,0,5,1,65,12,66,26,6,33,6,256,12
0,3,0,0,2,1,3,0,0,4,1,70,12,0,90,14,104,6,9,12
0,3,6,0,2,0,1,0,0,1,1,65,12,0,127,0,127,6,22,12
0,3,0,0,2,2,1,0,0,3,1,70,12,102,72,30,102,6,337,12
0,3,6,0,2,1,2,0,0,3,1,65,12,262,262,0,262,6,21,12
0,3,9,1,3,4,1,0,0,5,1,52,12,1210,16,320,336,6,295,12
0,3,2,0,2,2,2,0,0,4,1,70,12,291,291,0,291,6,56,12
0,3,0,1,2,2,0,0,0,2,1,50,12,745,33,99,132,6,38,12
0,3,0,1,2,12,4,0,0,16,1,50,12,871,162,251,414,6,131,12
0,3,9,1,3,2,2,0,0,4,1,50,12,547,57,75,133,6,29,12
0,3,6,0,0,5,1,0,0,6,1,70,12,2201,369,0,369,6,187,12
0,3,0,0,0,3,2,0,0,5,1,48,12,1916,243,140,383,6,202,12
0,3,6,0,2,2,2,0,0,4,1,65,12,1093,171,262,433,6,153,12
0,3,0,1,2,4,0,0,0,4,1,48,0,1873,337,0,337,6,190,12
0,3,9,1,2,6,1,0,0,7,1,36,0,960,430,88,518,6,203,12
0,3,3,1,2,4,0,0,0,4,1,50,0,1154,390,63,453,6,324,12
0,3,3,1,0,3,0,0,0,3,1,65,12,465,151,48,199,6,324,12
0,3,6,0,0,7,3,0,0,10,1,36,0,0,383,470,854,6,236,12
0,3,6,0,2,6,0,0,0,6,1,36,0,0,363,0,363,6,135,12
0,3,0,0,0,14,2,0,0,16,1,40,0,0,240,281,521,6,233,12
0,3,2,0,2,4,2,0,0,6,1,50,24,388,388,0,388,6,31,12
0,3,6,0,2,2,1,0,0,3,1,36,0,0,261,0,261,6,236,12
0,3,2,0,0,2,0,0,0,2,1,0,0,193,193,0,193,6,258,12
0,3,3,1,2,2,1,0,0,3,1,66,12,764,31,15,46,6,335,12
0,3,3,1,0,2,1,0,0,3,1,50,12,2476,384,36,420,6,325,12
0,3,3,1,0,3,0,0,0,3,1,80,12,651,256,43,300,6,40,12
0,3,2,0,0,8,2,0,0,10,1,36,0,1038,558,479,1038,6,221,12
0,3,0,0,2,9,1,0,0,10,1,36,0,783,348,434,783,6,230,12
0,3,2,0,3,6,2,0,0,8,1,36,0,932,648,284,932,6,124,12
0,3,0,0,0,31,21,0,0,52,2,36,0,1739,501,1237,1739,6,131,12
0,3,0,0,0,4,0,0,0,4,1,50,12,100,28,71,100,6,131,12
